rank,name,description,country,url
182,Autonomous University of Barcelona,"TheUniversitat Autònoma de Barcelona(UAB) is known for its excellence in research and quality in teaching, and is a reference centre in Europe. The UAB is located only 25 minutes via public transportation fromBarcelona’s city centre, a cosmopolitan metropolis lying on the shores of the Mediterranean Sea. The main campus is located in Bellaterra, in the heart of one of the main industrial and technological poles of Mediterranean Europe.

The UAB caters to all aspects ofuniversity life. The campus is a true city of knowledge with almost 50,000 inhabitants: students, lecturers, researchers and administrative staff. It is organised with all the necessary services for the university community: residence halls (2,100 places), specialised libraries, a language learning centre, sport facilities (with a gym, pools, football pitch, etc.), healthcare centre, restaurants, stores and cafés.

The UAB offers top-level postgraduate and graduate programmes in almost all areas of knowledge:

The international dimension of the UAB can be seen by the number of students enrolled from abroad, especially in master's degrees with 2,105 international students (35%), and PhD programmes with 1,692 international students (33%). There are over 45 master's degrees taught 100% in English.

The UAB promotesinnovation, employability and entrepreneurship.It strives to foster research and transfer in all areas of knowledge and works closely together with the surrounding business and industrial community, as well as with scientific centres such as the Alba Synchrotron Light Facility, located five minutes away from campus.

The UAB campus includes351research groups,57departmentsand68research institutes and centres, many of which were created in collaboration with important scientific institutions, and all of which conduct a large amount of research activities (3,316 articles published in indexed journals according to 2015, Thomson Reuters WOK). Research activities are also carried out in the five UAB-affiliated hospitals, three of which have been awarded the Carlos III Health Institute’s seal of excellence.

The university actively encourages the involvement and participation of its students involunteering activities and community service, and has been recognised by several institutes for these tasks. It also carries out awareness-raising campaigns among the university community.

The UAB facilitatesparticipation inmobility programmesand works to attract students from abroad (3,546 international mobility students). Its most important projects are Erasmus Mundus, Comenius, Leonardo Da Vinci and Erasmus K2. It also has specific programmes which welcome and aid international students once they arrive at the UAB. Under the Erasmus programme alone, the UAB has 1,300 bilateral agreements with more than 500 universities in Europe.

Figures from 2015-2016",Spain,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/autonomous-university-barcelona
183,Stockholm University,"Stockholm University, founded in 1878, is one of the largest and oldest universities in Scandinavia.

When the institution first opened, it held public lectures in mathematics, physics, chemistry and geology – a tradition that still continues to this day, covering a diverse range of subjects.

Now home to almost 70,000 students, with an intake of 1,400 foreign exchange students annually, the university prides itself on its multicultural environment. Over 80 of its degree programmes are taught in English and Swedish language courses are available to all international students.

Stockholm University is one of Sweden’s pre-eminent centres for research within science, humanities and the social sciences. It is organised across four faculties, comprising 64 academic departments between them, with its main campus located north of the city, in the Frescati area of Stockholm.

Set in the middle of a National City Park – the world’s first – the university describes itself as ‘a campus university in a park environment’. It is surrounded by extensive woodland, flora and fauna, including some 800 species of flowering plants and over 100 species of birds, with the Baltic Sea inlet of Brunnsviken and beaches to its north.

The campus is also famed for its modernist architecture, with buildings designed by the renowned Swedish architects David Helldén, Ralph Erskine and Carl Nyrén. Alongside its notable architecture are many public works of art. A sculpture park on campus includes contributions from artists Marianne and Sivert Lindblom, and Olle Baertling.

Stockholm University boasts a longstanding tradition of openness and innovation. Four of its researchers have previously received Nobel Prizes, while a fifth was awarded the Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel.

With the city centre just a metro ride away from the campus, Stockholm students have easy access to all the city’s cultural and commercial amenities. The university’s international exchange arrangements mean study abroad opportunities are plentiful across Europe, as well as in America, at the University of Illinois.",Sweden,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/stockholm-university
=184,Arizona State University (Tempe),"Arizona State University, ranked No. 1 “Most Innovative School” in the United States by U.S. News & World Report for six years in succession, has forged the model for a New American University. ASU is a comprehensive public research institution, measured not by whom it excludes, but by whom it includes and how they succeed; advancing research and discovery of public value; and assuming fundamental responsibility for the economic, social, cultural and overall health of the communities it serves.

ASU operates on the principle that learning is a personal and original journey for each student; that they thrive on experience, and the process of discovery cannot be bound by traditional academic disciplines. Through innovation and a commitment to accessibility, ASU has drawn pioneering researchers to its faculty even as it expands opportunities for qualified students, attracting some of the highest caliber students from all 50 states and more than 130 nations.

Building on a legacy of excellence, ASU has rapidly enriched its research enterprise. In just 10 years, the university has more than doubled its research funding. By redefining the 21st-century university as a knowledge enterprise, ASU has inspired its faculty and students to lead discovery, most notably in space exploration, health and well-being, sustainability, energy, water, and more.

Our interdisciplinary, solutions-focused approach to research, entrepreneurship, and economic development is centered on discovery that translates into impact and the fusion of intellectual disciplines in order to solve complex problems.

ASU is ranked first in the U.S. and fifth in the world by Times Higher Education for advancing the United Nations' Sustainable Development Goals, including global impact on poverty and hunger, developing solutions for clean water and energy, and promoting gender equality.

As the New American University, ASU is committed to expanding educational access, achieving excellence across all academic areas, and making a positive social, economic and cultural impact in the communities we serve both locally and internationally. We  engage globally  by providing multiple pathways to global opportunities for our students, and by working with global partners to enhance our own perspectives and expertise through partnerships with diverse communities. Currently, ASU maintains more than 200 collaborative agreements with institutions in 45 countries.

One of the core design aspirations that has guided ASU’s transformation is to engage globally by reaching learners and communities around the world and by taking responsibility for grand global challenges. This commitment is reflected in everything we do. We carry out use-inspired research that addresses issues of international significance, develop impactful international partnerships around the world, and create unique opportunities for our students to engage globally. ASU consistently ranks among the top choices for international students studying in the U.S., with more than 9,200 enrolled in fall 2019.

ASU is touching the lives of learners around the world and working to solve the most pressing challenges of our time. We are mobilizing our resources, intellectual capital, and global reach to set a new standard for how universities engage globally to promote educational access and inclusion, human well-being, and social impact.

Enrollment and academics

119,951ASU’stotal student enrollment of 119,951for fall 2019 makes it one of the largest public universities in the world.

350ASU offers more than 350 academicundergraduate programs and majorsled by expert faculty in highly ranked colleges and schools.

64U.S. News & World Report ranks 64ASU degree programs in the top 25in the U.S., including 22 programs ranked in the nation’s top 10.

450Through more than 450graduate degree programs and certificates, ASU master’s and doctoral students work directly with the top researchers in the U.S.

Faculty excellence

The ASU faculty is at the forefront nationally in advancing research and discovery. Our more than 4,800 faculty members inspire new ways of thinking, innovating, and solving problems socially, culturally and economically in our region and in the international community.

5 Nobel laureates5 MacArthur fellows7 Pulitzer Prize winners9 National Academy of Engineering members24 American Academy of Arts and Sciences members23 National Academy of Sciences members37 Guggenheim fellows143 National Endowment for the Humanities fellows250 Fulbright U.S. Scholars

Just a few of our outstanding faculty:

Research and innovation

#1ASU has topped U.S. News & World Report’s “Most Innovative Schools” list since the inception of the category in 2016. In the 2021 ranking, ASU again placed ahead of MIT and Stanford on the list, based on a survey of peers.

#1 in U.S. and #5 in the worldTimes Higher Education ranked ASU in the top 5 globally and No. 1 in the U.S. in fulfilling the United Nations’ Sustainable Development Goals to build a better world for people and our planet.

#7In just 10 years, ASU has rapidly enriched its discovery enterprise, more than doubling its research funding and rising to No. 7in the U.S. among universities without a medical school.

$640 millionASU is one of the fastest-growing research enterprises in the U.S., with $640 million totalresearch expenditures in FY19.

$833+ millionSince 2003, ASU research has resulted in more than 3,800 invention disclosures and more than 845 U.S. issued patents. Startups based on ASU intellectual property have generated more than$833 million in investment capital.

Top 10Arizona State University ranksNo. 10 in the U.S. andNo. 12 in the world among universities granted U.S. patentsin 2019, according to the U.S. National Academy of Inventors and the Intellectual Property Owners Association.asu.edu/about/facts-and-figures",United States,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/arizona-state-university-tempe
186,Queensland University of Technology,"Queensland University of Technology (QUT)is one of Australia’s leading universities with a truly global outlook and focus on providing students with practical, relevant skills they can apply in the real world.

QUT offers hundreds of undergraduate and postgraduate study options that include extensive research programs. Our leading academics, state-of the-art-teaching facilities and a focussed approach to learning delivers real-world outcomes for students and graduates.

Our 7000 staff and 50,000 students come from many different cultural and religious backgrounds, including international students from over 140 countries.

Real-world learning

The real world isn't just about qualifications. It's about collaborating, innovating, and thinking outside the box. Our courses teach students to be adaptable, provide hands-on industry experience and connect students to future opportunities.

Our degrees and connections with industry are internationally recognised, which means our students and our research programs have a global impact. QUT actively engages with business representatives and industry professionals who contribute to course development and lend practical perspectives to students’ theoretical education.

QUT’s undergraduate and postgraduate study options include:

Find your course in theInternational Course Guide

Transdisciplinary and transformative research

We tackle some of the biggest questions facing the planet by combining different disciplines and capabilities. We offer best practice and a transformative learning environment that enables students to advance their research skills, translate them into broader work environments and engage with industry and innovation to deliver real-world impact.

QUT also leads nine university research and training centres including theARC Industrial Transformation Training Centre in Additive Biomanufacturing,ARC Centre of Excellence for the Digital Childand theARC Centre of Excellence for Robotic Vision.

Our research strengths and priorities include:

Join the next generation of innovators and become a leader in high-impact, real-world research fields. Find out more aboutQUT research.

We’re invested in your future

QUT is constantly investing in technology and learning facilities for students. QUT accommodates an internationally and nationally awardedScience and Engineering Centrewhich incorporates one of the world’s largest and most advanced digital interactive learning and display spaces, the Cube. The newEducation Precinct, opened in 2019, provides technology-equipped teaching spaces and features the only digital display of its type in the world, the Sphere.

An $80 million investment saw a major expansion of the Creative Industries Precinct,designed to shine a light on the creative process. The precinct houses purpose-built teaching and learning spaces designed to make the creative process more visible, with windows and viewing panels allowing anyone to watch the work as it happens.

Our alumni achieve great things

QUT graduates are making a real difference right across the world. Alumni of QUT include world-leading NASA astrobiologist and Co-leader for the Mars 2020 Rover Mission, Dr Abigail Allwood, and Tashi Chhozom, the first woman to be appointed Justice of the Supreme Court in Bhutan.

During their time at QUT, four QUT alumni, Josh Cameron, Alex Ghiculescu, Jake Phillpot and Tasmin Trezise, founded TANDA, the hugely successful global workforce management company. It's used today by more than 5000 companies across a range of industries. The four entrepreneurs were awarded the Young Alumni of the Year award in 2019.Read about our other outstanding alumni.

Our achievements in numbers

In 2020 QUT was ranked 14th (making it the highest ranked university in Australia) in theTimes Higher Education Young University Rankingswhich showcases young universities that have achieved great successes in research and teaching.

QUT has the firstbusiness schoolin Australia to achieve triple international accreditation (AACSB, EQUIS, AMBA), a distinction held by less than 1% of business schools worldwide.

CRICOS No. 00213J",Australia,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/queensland-university-technology
=187,Eindhoven University of Technology,"TU/e: Where innovation starts

Eindhoven University of Technology (TU/e) is a research-driven university of international standing, where excellent research and excellent education go hand in hand. In the areas of engineering science and technology, we focus on a balanced approach of education, research and valorization of knowledge.

From our lively university campus, situated in the heart of the Netherlands’ high-tech Brainport region and equipped with high-quality lab facilities, we make an impact on scientific and societal issues. We do this by delivering excellent, groundbreaking research, often in close collaboration with industry, and by providing the education that turns our students into engineers for the future. Our engineers look beyond just technology. They understand what the world needs and can translate scientific knowledge into societal value. Our educational strategy allows students to participate fully in research and the high tech industry, or to start their own companies.

Department links:

Education: engineers for the future

The first solar-powered family car, a heart valve that grows with you, the care robot, the energy-producing building: all groundbreaking innovations from TU/e scientists and from TU/e students, the engineers for the future. At TU/e, students develop a scientific knowledge base and an understanding of the wider context of technology. Students also participate in research.

The unique concept of our Bachelor College gives students the freedom to compose a personal education program that is as broad or as deep as they want. Our mentors guide students in making decisions, and the Bachelor College’s basic courses and multidisciplinary team projects create engineers who can look beyond their own fields and engage with society.

Post-Bachelor education at TU/e is provided by the TU/e Graduate School: 15 graduate programs each focused on a specific field of research. A graduate program consists of one or more Master programs with the possibility to continue with a PDEng (Technological Designer) or PhD program in the same field.

More information about:

Excellent research: value for society

Established in the 1950s, TU/e has always had strong values: optimism, collaboration and a dedication to society. These values helped Brainport Eindhoven flourish, and resulted in TU/e having the highest number of industry collaborations worldwide. 15% of our scientific publications are in collaboration with industry, and we have the highest number of part-time professors from industry in the Netherlands.

Society’s challenges are the driving force for our research: the strategic areas of Health, Energy and Smart Mobility. Our two new research centers, TU/e High Tech Systems and TU/e Data Science, combine the strengths of our university with industry needs and government strategy. We do outstanding and revolutionary research in our Institute of Complex Molecular Systems and the Institute for Photonic Integration. TU/e researchers play an important role in new products and companies in the Brainport area and all over the world.

Our selling point is the unique combination of human science and technology. Our publications have high citation scores, consortia we are part of have won prestigious grants, and our researchers receive scientific accolades on a regular basis. This distinguishing excellence is based on our three-pillar strategy: attracting talent, using a multidisciplinary approach and providing a stimulating research environment.

More information about:",Netherlands,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/eindhoven-university-technology
=187,George Washington University,"Founded in 1821 by an Act of Congress, George Washington University says that it “makes history”. It was George Washington himself who envisioned a university in the United States capital in his last will and testament, to serve as an intellectual hub for the entire country.

It boasts three campuses – Foggy Bottom, Mount Vernon and the Virginia Science and Technology campus – so close to the heart of power that parts of the university are just a four-block walk to the White House, not to mention many other governmental and private agencies, providing huge internship and job opportunities for students.

The university’s graduates have helped shape US history: it counts five Supreme Court justices among its alumni. Politicians Colin Powell and John Foster Dulles, as well as former FBI director J. Edgar Hoover and former first lady Jackie Kennedy also went to George Washington.

George Washington was the backdrop to several momentous events in 20th-century history. In 1939, a conference on campus revealed that Otto Hahn had successfully split the atom; while in 1981, the university hospital treated Ronald Reagan after an attempted assassination.

But the university is not just about politics. George Washington boasts a thriving arts scene, with several student dance groups, improvisation and theatre clubs, art galleries, as well as instrumental and voice ensembles.

The university’s Lisner Auditorium has hosted appearances ranging from Betty White and Al Gore to Salman Rushdie. It has a wide range of fine art, music, theatre and dance scholarships on offer to freshmen.

Based in Washington, students have access to some of the finest libraries, museums and arts venues in the country. It also has a strong athletic tradition, stretching back to the late 19th century.

The university launched collegiate basketball in 1906, just as the sport was in its infancy. George Washington also has an impressive record in soccer, baseball and athletics.

There are no fewer than six busts of George Washington himself on campus, and the university colours of buff and blue are those the general wore into battle.

It has two mascots: an official namesake mascot called George, completed with powdered wig and tricorne hat; and an unofficial hippo mascot, which appears around campus and at events.",United States,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/george-washington-university
=187,Technical University of Denmark,"The Technical University of Denmark dates its history back to 1829, when it was founded by H.C. Ørsted, the father of electromagnetism, and its graduates played a major role in the rise of Danish engineering. It is now bills itself as one of the leading engineering universities in Europe, and teaches the subject at bachelor’s, master’s and doctoral levels.

Research at the university focuses on the physical sciences – including chemistry, biotechnology and physics – as well as on certain industries such as agriculture, management, transport and construction. The university says it is particularly focused on “usefulness to society, relevance to business, and sustainability”.

When it comes to studying, the “Scandinavian way” pervades how students are taught, the university says. Students are encouraged take responsibility for their projects, and there is also a “refreshing lack of hierarchy” and relatively informal relationships between academics and students. Professors are known by their first names, as in Denmark, respect is earned, rather than coming from wealth, job or car size. But don’t be late – even a delay of a few minutes is considered “quite rude”, according to the institution.

The university’s main campus is at Lyngby, around 15 km north of Copenhagen. It was constructed in the 1960s and 1970s when it needed more space, and now boasts more than 100 buildings. The campus was designed by a famous Danish architect couple, Eva and Nils Koppel. There are also other university outposts in Ballerup, northwest of Copenhagen, and at Risø, which sits on one of Denmark’s fjords and specialises in finding sustainable energy solutions.",Denmark,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/technical-university-denmark
=187,Yonsei University (Seoul campus),"Yonsei University, established 132 years ago as the first modern higher educational institution in Korea, emerged to play a crucial role in educating and cultivating leaders needed for Korea's economic development and industrialization. Its main campus lies in the heart of Seoul, while the International Campus, established in 2010 mainly for the education of freshmen, is located in Songdo, Incheon. Its scenic campus had been broadcast internationally as ""one of the most beautiful campuses in the world."" The Yonsei International Campus represents a new education paradigm in Asia with the Residential College system and integrated curriculum.

Yonsei University aims to nurture students with capacity for creativity, empathy, and self-motivation. To fulfill this educational goal, the University introduced educational experiments with three main purposes: to cultivate creativity in global-minded students, to promote ""learning by doing"" through experience-based education, and to implement digital learning by building a Smart Campus (S-Campus). For these purposes, Yonsei University designed various interdisciplinary majors to ensure the training of creative future talents. All students from a wide variety of majors live and communicate with each other, thereby naturally leading to knowledge convergence among disciplines and cultivation of the ability to empathize with others. In addition, the S-Campus built an integrated digital infrastructure to support various student-led educational practices.

Yonsei University faculty members have published extensively in international research publications across all academic fields, thus leading the way to the future. The University not only produces distinguished scholars from its global-minded student body but also invites world renowned professors to teach and participate in joint research projects, including Nobel laureates such as Randy Schekman and Eric Maskin. Recently, Yonsei University welcomed another special advisor in order to actively contribute to the sustainable development of humankind. Former UN Secretary-General Ban Ki-moon joined Yonsei University to complete his life-long career objective by achieving the sustainable development goals adopted during his term at the UN. With these initiatives, Yonsei University will continue to enhance its social and global contributions and engagements in teaching, research, and public services.",South Korea,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/yonsei-university-seoul-campus
=191,Cardiff University,"Cardiff University is situated in the heart of the Welsh capital.

Founded in 1883 with just 13 academic staff and 102 full-time students, it has grown quickly and it now caters for in excess of 30,000 students. It is the only Welsh university in the Russell Group.

Its 26 academic schools are organised into three colleges: Arts, Humanities and Social Sciences, Biomedical and Life Sciences, and Physical Sciences and Engineering.

It offers over 300 undergraduate degrees and more than 200 taught masters, diplomas and certificates, as well as providing professional short courses. About 6,500 international students from more than 100 countries are enrolled at Cardiff.

The university is made up of two large campuses, both close to the centre of Cardiff. Heath Park, a mile to its north, is on the fringe of 100 acres of parkland and playing fields. With the exception of Pharmacy and Optometry, it houses the university’s healthcare schools, sharing the site with the University Hospital of Wales. Study areas and IT facilities are open around the clock and, as well as libraries and lecture theatres, there is a swimming pool, fitness suite and squash court.

Cathays Park is the main campus and home to 22 of the university’s schools, as well as the main Student’s Union. Just half a mile from the city centre, it includes restaurants, shops, a nightclub and pubs. Among the tree-lined avenues and Portland stone buildings are modern study facilities, including labs, IT suites and lecture theatres.

Professors at Cardiff have won many prestigious awards including two Nobel Prizes, one in Chemistry and the other in Medicine. Many have been selected to join the likes of the British Academy and Royal Academy of Engineering, while the university itself has been awarded six Queen’s Anniversary Prizes.

It has an alumni network of 145,000, drawn from over 180 countries. Notable graduates include BBC newsreader Huw Edwards, the Olympic gold medallist Nicole Cooke, and a previous national poet of Wales, Gillian Clarke.",United Kingdom,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/cardiff-university
=191,University of Gothenburg,"The University of Gothenburg tackles society’s challenges with diverse knowledge. Its students and employees make the university a large and inspiring place to work and study, with a continuous flow of new knowledge and ideas. Strong research and study programmes attract scientists and students from around the world. The University of Gothenburg is environmentally certified and works actively for sustainable development. With new knowledge and new perspectives, the university contributes to a better future.",Sweden,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/university-gothenburg
=191,University of Lausanne,"The University of Lausanne is a public institution on the shores of Lake Geneva, with around 14,300 students and 3,000 researchers. The university can trace its roots back to a French language Protestant theological academy founded in 1537. The number of faculties increased over the years until, in 1890, the institution became a university. In 1970, it moved from the old city of Lausanne to its current site at Dorigny. The campus is linked by public transport to Lausanne. UNIL has seven faculties, with the Faculty of Biology and Medicine and the Faculty of Geosciences and Environment the latest additions in 2003. Approximately one fifth of students and one third of teaching staff come from abroad. The Cantonal and University Library of Lausanne (BCUL) has over two million documents, housed in buildings overlooking Lake Geneva. The institution places an emphasis on an interdisciplinary approach, ensuring close cooperation between staff and students. It boasts state-of-the-art laboratories for researchers, along with well-equipped lecture theatres for staff and students. The institution also offers a wide range of continuing education and interdisciplinary courses. And there are many sporting and cultural activities on offer on campus, including underwater diving at the sports centre and theatre at the Grange de Dorigny. In terms of research and teaching, UNIL has more than 140 units working in diverse fields including aesthetics of cinema, genomics and environmental law. Towards the end of the 20thcentury the university was part of a project aimed at increasing cooperation between Switzerland’s French speaking universities of Lausanne, Geneva, Neuchâtel and the Ecole Polytechnique Federale de Lausanne.",Switzerland,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/university-lausanne
=191,Tel Aviv University,"Founded in 1956, Tel Aviv University (TAU) is Israel’s largest and most comprehensive institution of higher learning and research. It offers 125 schools and departments across the spectrum of sciences, humanities and arts; Israel’s biggest bio-medical research and teaching complex; and 128 research centres. At TAU, interdisciplinary collaboration is a core value of the academic culture. The university leads the nation in the number and impact of research publications. More students prefer to study at TAU than at any other university and college in Israel, and TAU’s graduates in the professional fields are the most sought-after in the country.",Israel,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/tel-aviv-university
=195,Macquarie University,"Ranked among thetop 2 percent of universitiesin the world, Macquarie University is considered one of Australia’s best universities, producing graduates that are among the most sought after professionals in the world. With a strong tradition of innovation and exploration, we continue to break new ground with research ranked in the top one per cent in the world.

A PLACE OF INSPIRATION

Uniquely located in the heart of Australia’s largest high­tech precinct, Macquarie brings together 40,000 students in one exciting hub of discovery. Over AU$1 billion has recently been invested in our facilities and infrastructure so our students can thrive in learning environments that are inspiring and switched on to the latest digital technologies.

AN EDUCATION FOR THE FUTURE

Renowned for our expertise in areas like business, health and medical sciences, we offer a wide range of exceptional undergraduate, postgraduate and higher degree research degrees that are informed by our world­leading research discoveries.

Macquarie has one of the most generousscholarship programsin Australia, providing many opportunities each year to international students to undertake studies here.

SOUGHT­AFTER GRADUATES

With over 300 leading companies located on or around the Macquarie campus, our students are able to tap into industry connections that give them an edge in their future careers. With degrees designed in consultation with industry and a focus on practical, ‘real world’ learning, our students graduate with the skills and experience that employers are looking for. Macquarie graduates stand out from the crowd through their participation in programs like Participation and Community Engagement (PACE) and the Global Leadership Program, both of which offer students the chance to build develop practical professional and leadership skills in work and community environments both within Australia and overseas.

Students from over 120 countries are warmly welcomed into the Macquarie community and benefit from special ongoing academic, language and wellbeing support throughout their study.

FLEXIBILITY AND STRONG FOUNDATIONS

TheMacquarie University International Collegeoffers a seamless pathway into our undergraduate degrees for students who are seeking a flexible entry option. Bridging the gap between secondary school and university, the College brings together foundation and diploma programs with our award­winning English Language Centre and support from our IELTS centre. And with everything all in the one place on our campus, students can enjoy being part of our vibrant community from the very beginning.

EXPLORE THE POSSIBILITIES

Discover where a Macquarie degree can take you. Visitmq.edu.au",Australia,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/macquarie-university
=195,University of Münster,"Westfälische Wilhelms-Universität Münster, also known as the University of Münster, is a public research university and one of the largest in Germany with more then 45,000 students. It is often considered to be among some of the best universities in the country.

Due to lack of funds, university’s establishment dates back to 1780, almost a century after Pope Urban VII and Emperor Ferdinand II granted their permission for its foundation. The institution was built with money accumulated from the dissolution of its predecessor Münster's Jesuit College. Since 1907, the institute bears the name of the last German emperor Frederick William Victor Albert of Prussia.

Located in the most densely populated administrative region in Germany, North Rhine-Westphalia, the University of Münster has developed an reputation for excellence in cross-disciplinary research in medicine, business studies, mathematics and chemistry. Organised in 15 departments, the institute awards degrees on all levels ranging from protestant theology, PR and journalism to psychology and sports science.

The German Research Foundation and the funding programme excellence strategy of the Federal Government and the 16 administrative regions of Germany actively support the institution with funds aimed at big-scale research projects conducted in partnerships with German and international universities.

Student life in Münster, often ranked as being among the most live-able towns worldwide, offers choices of cultural events for every taste spanning from music festivals, theatre performances and historical exhibitions.

The symbol of the university is the famous Schloss, a building that resembles a mansion house, similar to the one in which the university’s administrative centre resides.

Some famous alumni of the university include the footballer Jens Lehman, and Nobel Laureate Georg Bednorz.

The institution follows the motto: ""living knowledge"".",Germany,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/university-munster
197,Texas A&M University,"TRANSFORMING LIVES, IMPACTING OUR WORLD

Something truly moving happens when you become an Aggie. It’s confidence in the face of challenges big and small. It’s poise under any pressure. It’s a friendship created, an internship earned. It’s starting at your dream job. Or a startup made here. It’s the inspiration to lend a hand and the support to share your voice. At Texas A&M University, we have some of the most motivated and selfless graduates around. We are committed to providing students with transformational learning experiences inside and outside the classroom that prepare them to improve our state, nation and world. No matter what field of interest, the variety of experiential learning opportunities for Aggies are enriching and abundant. These endeavors are designed to sharpen critical thinking and decision-making skills, enabling our students to translate what they learn in the classroom into meaningful innovation and action.

Students at Texas A&M take responsibility for outcomes and ultimately reflect on what they learned. And though we’re out to change the lives of others, it’s our own enduring bond that sets us apart. Whether it’s emerging from college with a job in your field or taking to the field to make a difference for others, the massive, unbreakable Aggie network will give you the confidence to take on the world.

FINDING THE ANSWERS

Aggies are learning by tackling global challenges through research and discovery. Texas A&M is one of the world’s leading research institutions. This means that opportunities abound for students to work alongside world-renowned experts, often collaborating across disciplines. Research endeavors from veterinary medicine and agriculture, to anthropology, petroleum engineering, political science and dozens of other disciplines are superb chances not only to learn, but to make significant and measurable contributions to the world.

LIVING AND LEARNING

Right at this moment, Aggies are living what they are learning: Not just here in College Station, but at our branch campuses in Galveston and Qatar, international study centers in Italy, Costa Rica and Mexico, through internships in government and the private sector, and studying abroad in countries all over the globe. Experiential learning has become a hallmark of a Texas A&M education, and Aggies are connected to a world of opportunities.

LEADERS FOR LIFE

Texas A&M is unlike any other university. From our start as the first public university in Texas, we have forged a legacy of brave firsts and bold progress. As one of the five largest universities in the country and with 436,000 former students worldwide, Texas A&M Aggies are deeply connected for life. We lead the way for others with education and innovations that change lives in Texas and beyond.

“Texas A&M showed me the traditions, the camaraderie, the love for one another, the community, but most importantly the embodiment of ‘a spirit that can ne’er be told.’ Texas A&M was my college of choice. Texas A&M is the college I represent. Texas A&M excels me toward my future endeavors, but more importantly, Texas A&M is now my home.”- Steven Kung '16

“Everything I do while at Texas A&M contributes to reaching my future career goals, and although I have only been here for one complete year, I have already seen myself improve and move closer toward these goals.”-Merari Boffill ’18

“If you like thinking outside the box, solving problems, exploring things that make you curious, or getting college credit for creating your own projects, you’ll probably enjoy doing Undergraduate Research at Texas A&M. You’re about to spend four years at a Tier-One research university—and with your own research, you can contribute to what makes A&M renowned the world over.”-Annie Salinas ’16

“The Big Event is the largest, one-day student-run service project in the nation. It’s an outstanding way to spend your time, which is why over 23,000 students volunteered this year. I believe that The Big Event fortifies the Aggie Code of Honor and proves Texas A&M to be a university of outstanding character and achievement that benefits a community of people through service.” -Jennie Alice Kuykendall ’19

Students, faculty, and alumni

Academics

Accolades

Campus",United States,https://web.archive.org/web/20210602120510/https://www.timeshighereducation.com/world-university-rankings/texas-am-university
