name,url,rank,region,country,n_changes,description
Victoria University,https://www.topuniversities.com/universities/victoria-university,756,Oceania,Australia,1,"Victoria
University (VU) is a world-class university celebrated for its inclusive
environment, industry connections and innovative approach to education. As an
Australian public university, VU offers internationally recognised
qualifications, from vocational courses to postgraduate degrees.

With a
history dating back over a century, Victoria University provides an exceptional
experience to over 49,000 students currently enrolled on campuses in Melbourne
and beyond. VU is ranked in the top 2% of all universities worldwide   (The world University Rankings 2025). In the most recent QILT Student Experience
Survey 2023, VU was rated the number one university in Victoria for Teaching
Quality, Skills Development, Peer Engagement and Quality of Entire Educational
Experience.

With over
4,000 industry partners, VU ensures all courses are kept up to date with the
latest technology and trends. Students benefit from work placements,
employability programs to kick-start their careers, and the award-winning  VU
Block Model®  teaching method, which
offers increased focus and flexibility to enable students to achieve their best
and balance study with other commitments.

VU is
renowned as a welcoming and inclusive university, with students from over 112
different countries at cutting-edge campuses in Melbourne, Australia’s number
one student city (QS Best Student Cities
2026). The University also offers campuses in Sydney and Brisbane, as well
as study opportunities at partner providers across Asia."
Vytautas Magnus University,https://www.topuniversities.com/universities/vytautas-magnus-university,757,Europe,Lithuania,5,"Vytautas Ma gnus University (VMU) is one of the few universities in the region where liberal arts education is imparted – offering minor and major studies, interdisciplinary approach to educational program mes and multilingualism.

VMU was established in 1922 and is among the oldest higher education institutions in Lithuania. Though its roots are old, VMU is a very modern and international university. It has an extensive network of highly ranked partners all around the globe, enabling its students to participate in many international mobility program mes, explore and gain first-hand experience of the international and transnational processes.

One of VMU’s principal goals is to become a leading university in the Baltic region. VMU participates in the cultural and social life of the city and the region. It aims to nurture creativity and engage with socially active and conscientious citizens, building information society with democratic values at its core. VMU strives to encapsulate the concept of a creative university, where all stakeholders are involved in a continuous process of learning and improvement.

VMU has 12 academic subdivisions and covers all study areas (Agricultural Sciences, Arts, Biomedical Sciences, Humanities, Physical Sciences, Social Sciences, and Technological Sciences) with the only exception of Medicine. Thirty research and art cen tres and 50 high-tech laboratories operate at VMU.  Over 30 percent of all Bachelor’s and Master’s degree program mes are taught in English. VMU's Foreign Language Institute offers all students to learn one or more out of thirty languages."
Martin-Luther-Universität Halle-Wittenberg,https://www.topuniversities.com/universities/martin-luther-universitat-halle-wittenberg,758,Europe,Germany,0,"The Martin Luther University of today developed from two universities: one was founded in Wittenberg in 1502, and the other in Halle in 1694. Both universities went through a very eventful history with many ups and downs. Luther and Melanchthon taught in Wittenberg and made the town and its university the intellectual centre of the Reformation. In around 1700, the lawyer Christian Thomasius and philosopher Christian Wolff made Halle an important centre of the German Enlightenment. Then Napoleon abruptly closed the university in Wittenberg in 1813. As a result of territorial restructuring after the Napoleonic Wars, both universities were united in Halle in 1817. After the celebration of the 300th anniversary of the foundation of Halle University in 1994, the 500th Jubilee of the foundation of the University of Wittenberg lies ahead of us in the year 2002. Owing to its long history, the University developed alongside the City of Halle. The University has continued to develop and spread across the whole of the inner city. Many institutions are housed in old villas or historical buildings; additionally, many new university buildings have been built or completely restored. Numerous institutes and clinics now provide modern workplaces with state-of-the-art equipment."
University of New Mexico,https://www.topuniversities.com/universities/university-new-mexico,759,North America,United States,1,"Founded in 1889, the University of New Mexico now occupies 600 acres along old Route 66 in the heart of Albuquerque, a city of more than 500,000 people. From the magnificent mesas to the west, past the banks of the historic Rio Grande to the Sandia Mountains to the east, Albuquerque is a blend of culture and cuisine, styles and stories, people, pursuits and panoramas. UNM offers a unique campus environment with a Pueblo Revival architectural theme that echoes the buildings of the nearby Pueblo Indian villages. The nationally recognized Campus Arboretum offers an outstanding botanical experience in the midst of one of New Mexico's great public open spaces. The PeopleUNM, a Hispanic-Serving Institution, represents a wide cross-section of cultures and backgrounds. In the fall of 2018, 24,393 students attended main campus and another 6,491 attended branch campuses and education centers. The average student at UNM is 27 years old. UNM boasts outstanding faculty members and include a Nobel Laureate, two MacArthur Fellows and several members of the national academies. UNM faculty published in many professional journals including Scientific American, New England Journal of Medicine and Nature. UNM professors have been quoted in Newsweek, Los Angeles Times, Business Week, People Magazine, Parade Magazine, US News and World Report, and the New Yorker, among others. UNM professors have shared their expertise on CNN, Today Show, Good Morning America, Nova and other news shows. UNM employs over 27,000 people statewide, including employees of University Hospital. UNM has more than 114,000 alumni, with Lobos in every state and 89 foreign countries. Nearly half choose to remain in New Mexico. The Program sunder the Carnegie Classification of Institutions of Higher Education, UNM is designated Doctoral/Research Universities-Highest Research Activity. Institutions with this classification typically offer a wide range of baccalaureate programs, are committed to graduate education through the doctorate and awarded 50 or more doctoral degrees per year across at least 15 disciplines. UNM's main and branch campuses offer many programs ranging from undergraduate certificates to doctoral degrees. Additionally, there are three first-professional programs in law, medicine and pharmacy as well as five education specialist certificates. UNM's libraries, museums, galleries and Center for the Arts are a rich cultural resource for the state. UNM's Tamarind Institute is one of the premier printmaking workshops in the world. UNM is home to the Lobos and is part of the Mountain West conference. Lobo athletics draw fans from all-over, and the University Arena or ""The Pit"" was ranked 13th by Sports Illustrated as one of the top 20 sports venues of the century."
University of Oregon,https://www.topuniversities.com/universities/university-oregon,760,North America,United States,1,"The University of Oregon (UO) is one of just 62 research institutions in the U. S. and Canada that are members in the prestigious Association of American Universities (AAU). As the only AAU institution in the state of Oregon, the UO is home to nearly 90 graduate degree programs, many of which, due to their outstanding faculty and research accomplishments, have received national and international recognition: According to the Graham-Diamond Report, the faculty in the UO? s College of Arts and Sciences ranks 15th in the nation among public research universities. US News and World Report consistently ranks the College of Education graduate program as among the best in the U. S.  In the 2009 edition of ""America? s Best Graduate Schools,"" the program ranked fifth in the nation overall and second among public institutions, and the Special Education program was ranked third among all schools and second among public institutions for the 9th consecutive year.  In addition, the College of Education was the top school, public or private, in the amount of funded research per faculty member. U. S. News & World Report has rated the graduate programs in the Charles H. Lundquist College of Business among the top 10 of all schools on the west coast and its Oregon M. B. A. Program in the top 6% of all M. B. A. programs nationally. Design intelligence, a publication that ranks the top US architecture and design schools, has recognized the UO's School of Architecture and Allied Arts for its commitment to teaching sustainable design. Landscape Architecture ranked first and both the Architecture and Interior design programs placed second. In the area of overall excellence, the three programs also ranked well regionally and nationally. The graduate Interior Design program ranked first in the region and 15th in the nation. Nationally, the Landscape Architecture graduate program ranked 13th. The UO is the only university in the state to offer accredited professional degrees in Architecture, Landscape Architecture and Interior Architecture; The UO School of Journalism and Communication is home to a rare and highly regarded journalism-based master's program in literary nonfiction. Etude, an online journal of literary nonfiction features the work of the program? s graduate students and alumni. The University of Oregon? s School of Music and Dance is the only full-range professional school of music and dance in the Oregon University System. The School of Law ranks among the top 100 schools in the country, with a student-to-faculty ratio of 1:17.6 and a bar passage rate of 85.4% for 2009. The Environmental Law program remains among the top 10 programs in the U. S, and after only three years since its inception, the Conflict Resolution program was ranked as the seventh best Dispute Resolution program in the country.  The UO is also home to over 60 research institutes and centers, which bring together an array of fields, from those in the humanities and social sciences to those in the physical sciences and technical fields. Graduate students in these and all disciplines receive many opportunities to engage peers and faculty alike in an environment characterized by mutual respect and professionalism, integrity and support."
University of Trieste,https://www.topuniversities.com/universities/university-trieste,761,Europe,Italy,2,"The University of Trieste (Università degli Studi di Trieste), relatively young Institution (80 years old) compared to other Italian Universities, is a medium-sized university in Trieste in the Friuli-Venezia Giulia region of Italy. The university consists of 12 faculties, boasts a wide and almost complete range of university courses and currently has about 24,000 students enrolled. It was founded in 1924. The main Campus, which is developed around the main building in Piazzale Europa, housing the Rector? s office, the Administration offices, the Main Library and the faculties of Law and Political Sciences, includes the buildings of the faculties of Economics, Pharmacy, Natural Sciences, Engineering, the Medical Institutes of Microbiology and Physiology, the towing tank, the Data Processing Centre and the building where the Department of Chemical Sciences and the Department of Biochemistry, Biophysics and Macromolecular Chemistry are accommodated. Within the premises are sited the university canteen and three Students? hostels, run by the Ente Region ale per il Diritto allo studio - ERDISU - (Regional Organization for the Right to University Study). The premises of the former psychiatric hospital, near the main campus, consisting in a number of small buildings immersed in the lush vegetation of Mount Valerio, are occupied by the Department of Geological Sciences and the Department of Earth Sciences. The Advanced School of Modern Languages for Interpreters and Translators has recently moved to a new location in the very central Via Filzi in a recently restored prestigious building, with the University Languages Centre. The old and fascinating buildings of Via dell? Università and Via del Lazzaretto vecchio, in the heart of the city near the seafront, house the Faculty of Humanities, whereas the Faculty of Education is situated on the hill of San Vito. The Faculty of Medicine is located in several university compounds, particularly in the town hospitals: Cattinara, Ospedale Maggiore and Burlo Garofolo. Far from the city centre, near the ICTP (International Centre for Theoretical Physics) you can find the Department of Theoretical Physics, on the coastline road, in Miramare-Grignano, and the Department of Astronomy, located near Trieste? s two Astronomical Observatories: on San Vito hill and on the karst plateau, near Basovizza. In the Regional Branch of Pordenone, courses of the faculties of Engineering and Education. Gorizia - the other regional branch of the University of Trieste - in a prestigious compound belonging to the old Archbishop? s Seminar - features the degree course in International and Diplomatic Sciences founded by the Faculty of Political Sciences and other three courses. The large number of scientifc cen tres, situated in the Trieste area, the International Centre for Theoretical Physics, the Experimental Geophysical Observatory, the I. S. A. S. (International School for Advanced Studies), the Scientific and Technological Research Area, the Italian Synchrotron light laboratory ? Elettra?, the International Centre for Genetic Engineering and Biotechnology, the Marine Biology Laboratory, which have contributed to make Trieste ? The town of Science?, benefit from the activity of the university researchers and, at the same time, make a contribution to the search for knowledge, which is the primary aim of Universities, whose main vocation, in turn, is the transmission of knowledge."
Université de Lorraine,https://www.topuniversities.com/universities/universite-de-lorraine,762,Europe,France,3,"Université de Lorraine (UL) is a public institution created after the merge of four universities of the Lorraine region in north-eastern France. Though the University was founded in Lorraine in 1572, the fusion that took place in 2012 created a hub of scientific advancement, economical growth and knowledge transfer.

60,000 students, 6,900 staff members, 43 teaching departments and 60 research centers make the UL one of the largest universities in the country.

Campuses are situated throughout the region, each with their own focus. UL offers curricula in all fields of knowledge. A specific focus is given to cross-talk between fields and competences, in order to help students develop individualized career paths.  The Lorraine region has been shaped since the 19th century by the mining and metallurgical industries, which fostered the development of education and research in engineering and technology. During the 20th century, this concept of engineering took on a broader meaning of global engineering, i. e. the ability to design, develop, validate and implement innovative solutions to global challenges, by relying on disciplinary excellence to address the basic scientific questions, and illuminating the connections between scientific domains and current economic and social challenges. UL thus positions itself as amultidisciplinary, technological and entrepreneurial university, able to develop comprehensive answers to the economic and societal challenges of the 21stcentury.

Another specificity is the multilingual aspect of manycurriculums, due to sharing borders with Belgium, Luxembourg and Germany. TheUL has strong ties with universities from those countries and students and faculty members alike can take advantage of numerous exchange programs. UL also develops a network of privileged, strategic partnerships with a selected numberof universities throughout the world."
Al-Ahliyya Amman University,https://www.topuniversities.com/universities/al-ahliyya-amman-university,763,Asia,Jordan,1,"Al-Ahliyya Amman University (AAU)is the first private university in Jordan. Established in 1989 to be a leading institute in higher education AAU is recognized and accredited locally and internationally, it is also a member of Arab, Islamic and international university unions.

The university is located in Amman, the capital of Jordan. Amman is a relatively modern city, being mostly a creation of the 20th century, yet it has become the fifth-largest city in the Arab world. As the country’s economic, industrial, and political centre, Amman is a surprisingly lively metropolis in the middle of an ancient region. The city’s location makes it an ideal place to explore the Middle East and experience the Arab culture first hand.

Al-Ahliyya Amman University makes every effort to maintain its prestigious reputation gained over the past three decades by achieving a number of goals that it has set within its plan to strengthen its leadership position as the first private university in Jordan and as one of the most prominent universities of high quality in higher education in the Arab world.

Al-Ahliyya Amman Universityis committed to develop and apply the ""Quality Assurance Standards in Higher Education Institutions"" and to follow any other adopted quality standards by investing human and physical energies to produce an academically and morally outstanding generation who is able to deal with the requirements of the time and to keep up with the new developments efficiently and effectively. This act aims to meet the needs of students and to enable the University to play its role in promoting academic research, community services and to depict Jordan as a distinctive educational destination at the regional level.

FollowAAUonFacebook, Instagram, LinkedInandTwitter."
Babes-Bolyai University,https://www.topuniversities.com/universities/babes-bolyai-university,764,Europe,Romania,1,"Babeș-Bolyai University/BBU (Universitatea Babeș-Bolyai/UBB in Romanian) is a public comprehensive university, whose main campus is located in Cluj-Napoca, Transylvania, Romania. With an academic tradition starting in 1581, BBU is today the largest university in the country (with over 44000 students in 2017) and one of the best and most representative Romanian universities. Indeed, at national level, BBU has been awarded the title of university of ""advanced research and teaching"" (i. e., an intensive-research university) and was ranked the best Romanian university in the national meta ranking of the Ministry of Education and Research (2016, 2017 and 2018). At international level, BBU is a constant presence in the international ranking of the universities as one of the best and most representative universities in Romania and Eastern/Central Europe. In 2018, UBB was awarded 4 stars (QS Stars) following the academic audit carried out by QS. Moreover, in December 2018 UBB was also granted the ""HR Excellence in Research” award."
Bangladesh University of Engineering and Technology,https://www.topuniversities.com/universities/bangladesh-university-engineering-technology,765,Asia,Bangladesh,0,"Bangladesh University of Engineering and Technology, abbreviated as BUET, is one of the most prestigious institutions for higher studies in the country. About 9500 students are pursuing undergraduate and postgraduate studies in engineering, architecture, planning and science in this institution. At present, BUET has eighteen teaching departments under five faculties and it has five institutes. Every year the intake of undergraduate students is around 1050, while the intake of graduate students in Masters and PhD programs is around 1000. Till today, it has produced around 30,000 graduates in different branches of engineering and architecture, and has established a good reputation all over the world for the quality of its graduates, many of whom have excelled in their profession in different parts of the globe. It was able to attract students from countries like India, Nepal, Iran, Jordan, Malaysia, Sri Lanka, Pakistan and Palestine. Both Undergraduate and Postgraduate studies and research are now among the primary functions of the University. Twelve departments under five faculties offer Bachelor Degrees, while most of the departments and institutes offer Masters Degrees and some of the departments have Ph. D. programs. In addition to its own research programs, the university undertakes collaborative research programs wit universities such as  Oxford, MIT and also sponsored by outside organizations like European Union, UNO, JICA, Commonwealth, UGC, etc."
Czech University of Life Sciences in Prague,https://www.topuniversities.com/universities/czech-university-life-sciences-prague,766,Europe,Czechia,1,"Specializing in education and research in the areas covered by its faculties, the Czech University of Life Sciences Prague was established in the Czech capital city in 1906. The university offers about 60 different academic program mes taught in English, with roughly 15 of these available at undergraduate level and 45 at postgraduate level.

The university is comprised of the following faculties:

The university also has a university farm, 11 hectares of grapevines, a 12-hectare arboretum, and a 4,600-hectare forest with a castle, a garden centre, a sawmill, 70 hectares of fishponds, and education facilities. It is the only full campus university in Prague."
"Government College University, Faisalabad",https://www.topuniversities.com/universities/government-college-university-faisalabad,767,Asia,Pakistan,5,"Government College University, Faisalabad has emerged as a leading center of learning and research in a short span of time. The University with its dynamic faculty and innovative syllabi has become a catalyst of intellectual, social and industrial change. It caters to the diverse needs of society by imparting education in almost all the major fields of learning.

The Government College University’s journey started as a primary school in 1897 in the present building of Govt. College for Women, Karkhana Bazar, Faisalabad. It was promoted to High School and Intermediate College in 1905 and 1924 respectively. It was elevated to the degree level in 1933 and postgraduate disciplines were introduced in 1963. The long journey that started with the humble beginning reached its climax when it was granted the status of University in October 2002.

The Government College University, Faisalabad has a long history of excellence and distinction as an institution. Renowned scholars and eminent personalities have served this institution in various capacities at various stages of its history. It has produced outstanding personnel who have earned great fame not only for themselves but also for the nation.

The luminaries like Mr. Abdul Ha meed, Mr. W. H. F. Armstrong, Mr. Lala Chat tan Ann and, Mr. Hash mat Khan, Mr. Taj Khyal, Mr. Namdar Khan, Mr. Karamat Hussain Jafari, Mr. Mukhtar Mahmood Qureshi, Dr. Asif Iqbal Khan and Dr. Arif Zaidi have served this institution.

The university is situated at the Jhang Road not far from the historical Clock Tower. The main campus is spread on 37 acres and the construction of new campus has been started on an area of 200 acres some 3-4 kilometers away from the main campus at Jhang Road.

The University is offering educational degrees in different disciplines. The University is a hub of educational, social and cultural activities with a close liaison with industry.

https://gcuf. edu. pk email ID:[email protected]"
Jamia Millia Islamia,https://www.topuniversities.com/universities/jamia-millia-islamia,768,Asia,India,3,"Jamia Millia Is lamia, an institution originally established at Aligarh in United Provinces, India in 1920 became a Central University by an act of the Indian Parliament in 1988. In Urdu language, Jamia means University’, and Millia means ‘National. The story of its growth from a small institution in the pr e-independence India to a central university located in New Delhi—offering integrated education from nursery to research in specialized areas—is a saga of dedication, conviction and vision of a people who worked against all odds and saw it growing step by step. They “built up the Jamia Millia stone by stone and sacrifice by sacrifice,” said Sarojini Naidu, the nightingale of India. Conception Under the colonial British rule, two dominant trends joined hands and contributed towards in the birth of Jamia. One was the anti-colonial Islamic activism and the other was the pro-independence aspiration of the politically radical section of western educated Indian Muslim intelligentsia. In the political climate of 1920, the two trends gravitated together with Mahatma Gandhi as a catalyst. The anti-colonial activism signified by the Khilafat and the pro-independence aspirations symbolised by the non-cooperation movement of the Indian National Congress helped to harness creative energies and the subsequent making of Jamia Millia Is lamia. Rabindranath Tagore called it “one of the most progressive educational institutions of India."
Kaohsiung Medical University,https://www.topuniversities.com/universities/kaohsiung-medical-university,769,Asia,Taiwan,0,"Kaohsiung Medical University (originally known as Kaohsiung Medical College) was formally established in 1954. Apart from being the first private medical university in Taiwan, the university has also become an important cradle for highly-skilled physicians and medical-related specialists. Kaohsiung Medical University was a center of both medical care and the study of local tropical medicine in the early days. The college set aside its tropical disease research mission after the World Health Organization announced that was no longer a tropical disease endemic area, and turned its full attention to the steadily evolving areas of basic medical science and clinical medical research. The university has also continued to strengthen its medical services. Kaohsiung Medical University therefore has laid a solid foundation as southern Taiwan’s leading medical institution. Kaohsiung Medical University has all the strengths of a well-established university. There is a wide range of medical related courses, and the facilities both for basic and clinical research are sufficient and of a good quality. The university is located in the city center of Kaohsiung, the second biggest city in Taiwan, which has all the attractions and excitement of city life. Kaohsiung Medical College received permission from the Ministry of Education to change its name to “Kaohsiung Medical University “in August 1999. The university consists of six colleges:"
Khoja Akhmet Yassawi International Kazakh-Turkish University,https://www.topuniversities.com/universities/khoja-akhmet-yassawi-international-kazakh-turkish-university,770,Asia,Kazakhstan,6,"Khoja Akhmet
Yassawi International Kazakh-Turkish University was established on behalf of
the President of the Republic of Kazakhstan (Order No. 329 dated June 6, 1991).

Representatives of
24 Turkic nationalities from 37 countries of the world
study at the university. The University is included in the international
category of «Full university» universities with a medical faculty.

The University
makes a special contribution to the social and cultural life of the city of
Turkestan. More than 300 thousand representatives of 46 nationalities live in
Turkestan, which is more than 1,500 years old.

Another of the
activities of the Khoja Akhmet Yassawi International Kazakh-Turkish University,
associated with his contribution to the development of the city of Turkestan,
is the creation of a Botanical Garden with an area of 88 hectares. Currently,
there are 127 species and varieties of various fruit plants, trees, bushes and
flowers in the garden. The Botanical Garden significantly improves the ecology
of the city, supplies the city with seedlings for landscaping and also it is
considered a scientific and educational base for the training of biologists,
ecologists.

Currently, the University has a modern material and technical base with a total area of  
211 923 m2, meeting the requirements of sanitary norms and
standards. The university owns a powerful material and technical base. The
university has a scientific library with 690 seats, equipped with modern
equipment and access to an electronic library. Also comfortable conditions for
work and training of students and teachers have been created in the reading
rooms of the library.

The availability
of a fund of educational, methodical and scientific literature on general
education, basic and profile disciplines – more than 1 000 000 copies of
book  .

The library
provides access to electronic information resources of the Web of Science,
Sc opus, Springer Link, Cochran Library databases, as well as free access to
electronic information resources of Ulakbim (Turkey). The library is a
participant of projects to integrate electronic educational resources into a
single information system – the Republican Inter university Electronic Library (RIEL),
as well as the Kazakh National Electronic Library (KazNEL).

More than 100
under     graduate,
graduate, doctoral and residency specialties are accredited at the university.
The educational process takes place in the premises located in 14 educational
and 2 administrative buildings. The educational laboratories and simulation
center of the Faculty of Medicine, the University clinic, the Botanical garden
and the «Yassy» hotel complex, the production center located in the building of
the University cultural center, two museums (archeology and history) serve as
an experimental base for students, allow our students to gain practical skills
along with theoretical knowledge. In all educational buildings there are gyms
and 8 outdoor sports grounds with a total area of 46 687 m2for conducting
educational sessions, a swimming pool operating all year round. To provide
first aid and carry out annual preventive measures to preserve the health of
students and university staff, «AI» medical outpatient clinic and a diagnostic
and treatment clinic with a total area of 10 649. 8 m2have been
established and are operating. With funds from the Turkish budget allocated for
targeted financing, a sports complex, courts, sports grounds and a football
field were built and equipped. More than 3042   students live in
8 dormitories with a total area of 47 464.4 m2. The university
canteen provided for 500 seats daily provides students and staff with food, the
menu of which is controlled by technologists. The university administration
also pays special attention to create the best conditions for the living of the
teaching staff in 10 cottages, forming 72 apartments. In summer, there are
operate recreation areas for university staff and students: Ma shat camp and
Lake Torankol with an area of 70 hectares.

There are six
research institutes and centers successfully functioning at the university: «Research
Institute of Ecology», «Research Institute of Turkology», «Research Institute
of Natural Science», «Research Institute of Eurasia», «Research Center of
Archeology» and «Research Center of Religious Studies».

The University
annually takes part in various rankings of the best universities in Kazakhstan
and the world. Khoja Akhmet Yassawi International Kazakh-Turkish University was
ranked 787thplace in the QS
World University Rankings 2024.

Facebook -   https://m. face book. com/yasawimedia/

Instagram -   https://instagram. com/yasawi_university? igshid=YmMyMTA2M2Y

You tube:    https://m. you tube. com/channel/UCvqZGEXIsYcK8uzYs1xvJ3A"
New Jersey Institute of Technology (NJIT),https://www.topuniversities.com/universities/new-jersey-institute-technology-njit,771,North America,United States,0,"New Jersey Institute of Technology (NJIT) is a top-tier public research university in Newark, New Jersey, renowned for its academic excellence and innovation in STEM fields. Established in 1881, NJIT serves over 12,000 students and offers more than 120 bachelor’s, master’s, and PhD programs across six specialized schools. With a diverse community representing over 75 countries, NJIT provides a supportive environment and state-of-the-art facilities, including advanced labs and research centers.

Ranked #1 among U. S. public universities by The New York Times for alumni earnings and academic profile, and #19 overall by the Wall Street Journal, NJIT is also an R1 research institution with projected research expenditures of $200 million for 2023-24. Located just 20 minutes from New York City, NJIT offers a focused academic setting with access to exceptional career opportunities in one of the world’s most vibrant cities."
Riga Technical University,https://www.topuniversities.com/universities/riga-technical-university,772,Europe,Latvia,0,"Riga Technical University is the first university of technology in the Baltic countries. Long lasting traditions, advanced teaching methods, new technologies and innovative approach provide the University with the opportunity to ensure research excellence and offer exciting full-time or part-time studies. RTU is an accredited internationally recognized European University which consists of 9 faculties. RTU collaborates with the enterprises of major industries in Latvia and abroad as well as with state and local government institutions. Supported by European Structural Funds, RTU is taking active part in various research projects as well as in establishing of Competence Centers and national Research Centers."
University of Belgrade,https://www.topuniversities.com/universities/university-belgrade,773,Europe,Serbia,0,"The University of Belgrade is the oldest and largest university in Serbia. Founded in 1808 as the Belgrade Higher School in revolutionary Serbia, by 1838 it merged with the Kragujevac-based departments into a single university."
University of Bucharest,https://www.topuniversities.com/universities/university-bucharest,774,Europe,Romania,10,"University of Bucharest (UB) is a public higher education institution, non-profit and with a non-political status, established in 1864. UB is one of the most important higher education institutions in Romania, with the mission of knowledge transfer through three components: training, research and a contribution to the development of the Romanian society. UB provides educational services and research activity of the highest standards by following international competitive challenges and a permanent internal preoccupation for quality, interdisciplinary collaboration, as well as for leadership and excellence in all activities and tasks of the academic community.

Since the 1990s, UB has undergone a complex process of revival, setting up new faculties and study programs, reorganizing and redefining priorities of the institutional development. In 2000, UB comprised 18 faculties and over 20,000 students. At present, UB includes 19 faculties and over 33,000 students of which approximately 35% are enrolled in the master's and doctoral programs. At the same time, UB is one of the most important research centers in the country, currently comprising over 50 institutes, departments, research centers, and 5 research platforms.

UB has several offices in Bucharest, most of them located in the city center but also includes centers and resorts such as those of Orşova, Sinaia, Ţara Haţegului.

UBoffers numerous program mes of study, at all levels and within all forms of university training: 97 undergraduate degree program mes in 32 domanins, 215 Master's degree program mes, 22 doctoral schools, professional conversion and improvement program mes. All program mes offered by the UB are accredited or authorized. The Bachelor’s Degree may be followed by a Master’s, characterized by in-depth study, undertaken in a critical spirit, and leading to openings in research or leadership in various organizations. Doctoral and postdoctoral studies benefit from significant financing.

Internationalization has been a priority in the development strategy of the UB, currently having bilateral cooperation agreements with foreign universities form 39 countries, which generate joint events, such as conferences, lectures held by invited professors, research, courses. UB strives to be connected to the labor market. It constantly analyzes the developments and the trends in the labor market, contributing with new areas of qualification and (pre)specialization that can facilitate the professional integration of graduates. Tracking students’ and graduates’ has become an objective for better understanding of the career paths and subject for institutional development.

The UB has set as a priority the development of its research activity and has acted accordingly by providing the community with the best conditions for increasing and enriching research findings: developing the research base, projects, articles, citations etc. The most important financial resources are currently generating from institutional competitive participation in the EEA, H2020 and Era net programs. Most articles have been published in Is i-rated journals in the following scientific fields: Materials Science, Chemistry and Physics.

Looking for excellence in research and international collaboration, ICUB The Research Institute of the University of Bucharest is a newly established research institute, a research division of the UB. ICUB is organized in four divisions: Earth, Environmental and Life Sciences; Exact Sciences; Humanities; Social Sciences. The institute offers every year a number of grants for young researchers who have a work contract with the UB and a number of fellowships for visiting professors.

UB is a socially responsible institution. The University Charter acknowledges, along with the training and research mission of the UB, its contribution to the development of the Romanian society. UB is currently a member of CIVIS alliance which is a transnational collaboration of civic universities, fostering multilingualism and European cultural diversity, being committed to become a space for innovative and responsible teaching, research, cultural exchanges and citizen action within Europe, from Baltic to Mediterranean Sea, while engaging with the world, its inhabitants and its institutions. Within CIVIS, many actions have been carried out successfully in many areas, such as the innovative pedagogy and Open Lab, the latter being a collaborative network in which different university units work closely with different stakeholders in order to identify local needs and find solution to jointly address to them. In the first Open Lab call for projects, 3 applications (out of 14) were successful and they refer to the following domains: Sustainability and Urban Resilience, Education and Culture and Digital Transformation."
University of Nizwa,https://www.topuniversities.com/universities/university-nizwa,775,Asia,Oman,2,"Founded in 2004, the University of Nizwa (UoN) is a faculty governed not-for-profit private university. It has expanded both in size, from 1,200 to 6,500 students, and in the number and diversity of the program mes it offers. Construction is underway for a new state-of-the-art campus to reflect and support this growth. UoN is located 140km from the national capital of Muscat in the interior region of Al-Dakhiliya, near the historic former capital of Nizwa; one of the oldest cities in Oman. It was once a centre of trade, religion, education and art. The main tourist attractions in the city are Nizwa Fort, the traditional market (Souq) and famous water stream Falaj Daris. Their key focus is academic excellence and leadership through research and technology. They aspire to be beacon of knowledge and enlightenment, and aim to achieve a worldwide reputation for their program mes and graduates plus international distinction for innovation, progress and development. UoN’s purpose broadly is to educate students and equip them with the values, knowledge and life skills needed to enrich their lives and enable them to meaningfully contribute to the progress of society."
"Vietnam National University, Hanoi",https://www.topuniversities.com/universities/vietnam-national-university-hanoi,776,Asia,Vietnam,0,"As the first modern university established and one of the two national universities in Vietnam, Vietnam National University, Hanoi (VNU) has undergone various stages of development: the University of Indochina established on 16 May, 1906; Vietnam National University (November, 1945); the University of Hanoi (June, 1956). In December 1993, VNU was reorganized on the basis of amalgamating the University of Hanoi and some other leading universities in Hanoi.

VNU is the largest comprehensive higher education and research center in Vietnam. VNU is entrusted with the task of producing highly qualified human resources and talents for the industrialization and modernization of the country. VNU holds a special position in Vietnam’s higher education system, operating according to a special regulation promulgated by the Prime Minister. VNU reports directly to the Prime Minister and has high autonomy in personnel organization, academic programs, scientific research and technological development, planning and finance, international relations and other fields. VNU is entitled to work directly with ministries, ministerial level organizations, governmental bodies, people’s committees of central cities and provinces on affairs related to VNU. VNU's universities, schools, and institutes maintain their juridical entity status as higher education and scientific research institutions regulated by the Law on Education and the Law on Science-Technology.

VNU has the mission of:

- Producing high quality human resources and cultivate talents;

- Promoting advanced science, technology, renovation and knowledge transference;

- and   Playing the role of a pioneer in the reforming of Vietnam’s higher education system.

VNU is expected to be one of the leading interdisciplinary, multidisciplinary research universities in the world, which can contribute significantly to the national industrialization and modernization.

Excellence through Knowledge.

One of VNU strategic tasks is to establish and develop undergraduate and graduate programs to meet international standards, which ultimately transforms VNU into a research university center, reaching international standards. This will help to improve Vietnam’s scientific, technological and socio-economic basis.

VNU has 8 member universities, 4 affiliated schools and 7 research institutes."
